id_cliente,fecha_actualizacion,tipo_empleo,empresa,sector_economico,cargo,antiguedad_meses,ingreso_mensual,tipo_contrato,ciudad,estado_empleo
C00610,2026-04-16,DEPENDIENTE,Empresa 293,Servicios,Ingeniero,206,2611.88,INDEFINIDO,Sucre,ACTIVO
C00611,2026-03-09,DEPENDIENTE,Empresa 325,Comercio,Administrador,168,8540.71,TEMPORAL,Sucre,ACTIVO
C00612,2026-06-16,DEPENDIENTE,Empresa 391,Servicios,Contador,209,13255.83,TEMPORAL,Potosi,ACTIVO
C00613,2026-04-27,DEPENDIENTE,Empresa 752,Agricultura,Supervisor,49,4617.67,INDEFINIDO,Sucre,ACTIVO
C00614,2026-09-06,INDEPENDIENTE,Actividad independiente,Servicios,Comerciante,85,2742.44,INDEPENDIENTE,La Paz,ACTIVO
C00615,2026-03-01,DEPENDIENTE,Empresa 108,Comercio,Director,35,13585.54,PLAZO_FIJO,Santa Cruz,ACTIVO
C00616,2026-04-29,DEPENDIENTE,Empresa 480,Banca,Vendedor,82,14678.74,PLAZO_FIJO,Cochabamba,ACTIVO
C00617,2026-01-19,INDEPENDIENTE,Actividad independiente,Servicios,Consultor,17,5831.29,INDEPENDIENTE,Sucre,ACTIVO
C00618,2026-09-07,EMPRESARIO,Empresa PYME 224,Educacion,Propietario,212,14539.44,PROPIETARIO,Sucre,ACTIVO
C00619,2026-01-25,DEPENDIENTE,Empresa 889,Servicios,Director,11,5587.29,TEMPORAL,Oruro,INACTIVO
C00620,2026-07-06,DEPENDIENTE,Empresa 744,Banca,Gerente,82,17011.34,TEMPORAL,Oruro,ACTIVO
C00621,2026-08-16,DEPENDIENTE,Empresa 469,Banca,Asistente,126,12397.06,PLAZO_FIJO,Potosi,ACTIVO
C00622,2026-01-04,JUBILADO,Sistema de Pensiones,Construccion,Jubilado,165,5152.3,JUBILACION,Potosi,ACTIVO
C00623,2026-06-26,DEPENDIENTE,Empresa 902,Transporte,Consultor,5,17516.94,INDEFINIDO,Oruro,ACTIVO
C00624,2026-06-08,DEPENDIENTE,Empresa 802,Tecnologia,Supervisor,66,4944.33,INDEFINIDO,Potosi,ACTIVO
C00625,2026-02-02,DEPENDIENTE,Empresa 209,Transporte,Especialista,42,13370.59,TEMPORAL,Santa Cruz,ACTIVO
C00626,2026-02-19,DEPENDIENTE,Empresa 850,Banca,Vendedor,196,7883.42,TEMPORAL,Oruro,ACTIVO
C00627,2026-04-23,INDEPENDIENTE,Actividad independiente,Servicios,Profesional independiente,233,2993.61,INDEPENDIENTE,Cochabamba,ACTIVO
C00628,2026-04-30,DEPENDIENTE,Empresa 849,Salud,Ingeniero,50,10926.12,TEMPORAL,Potosi,ACTIVO
C00629,2026-07-29,EMPRESARIO,Empresa PYME 402,Salud,Director,20,18278.44,PROPIETARIO,Tarija,ACTIVO
C00630,2026-06-08,DEPENDIENTE,Empresa 119,Tecnologia,Gerente,132,8375.18,TEMPORAL,Potosi,ACTIVO
C00631,2026-05-15,DEPENDIENTE,Empresa 294,Transporte,Administrador,171,17491.03,INDEFINIDO,Potosi,ACTIVO
C00632,2026-05-14,DEPENDIENTE,Empresa 198,Comercio,Supervisor,107,12434.01,PLAZO_FIJO,La Paz,ACTIVO
C00633,2026-01-09,DEPENDIENTE,Empresa 201,Agricultura,Asistente,54,4159.36,INDEFINIDO,Oruro,ACTIVO
C00634,2026-07-03,INDEPENDIENTE,Actividad independiente,Comercio,Profesional independiente,15,7079.43,INDEPENDIENTE,La Paz,ACTIVO
C00635,2026-07-25,DEPENDIENTE,Empresa 579,Banca,Supervisor,240,16291.39,PLAZO_FIJO,Cochabamba,ACTIVO
C00636,2026-07-01,JUBILADO,Sistema de Pensiones,Banca,Jubilado,213,4709.67,JUBILACION,Potosi,ACTIVO
C00637,2026-09-03,DEPENDIENTE,Empresa 321,Servicios,Supervisor,21,15434.08,TEMPORAL,La Paz,ACTIVO
C00638,2026-05-26,DEPENDIENTE,Empresa 354,Construccion,Comerciante,51,5493.35,PLAZO_FIJO,Tarija,ACTIVO
C00639,2026-04-28,DEPENDIENTE,Empresa 790,Industria,Ingeniero,199,12398.68,INDEFINIDO,La Paz,ACTIVO
C00640,2026-06-03,DEPENDIENTE,Empresa 646,Transporte,Gerente,132,7731.45,PLAZO_FIJO,Cochabamba,ACTIVO
C00641,2026-04-21,DEPENDIENTE,Empresa 748,Tecnologia,Especialista,219,8261.65,PLAZO_FIJO,Tarija,ACTIVO
C00642,2026-04-03,DEPENDIENTE,Empresa 360,Transporte,Director,199,11028.7,PLAZO_FIJO,Sucre,INACTIVO
C00643,2026-08-16,DEPENDIENTE,Empresa 238,Salud,Tecnico,75,11734.32,INDEFINIDO,La Paz,ACTIVO
C00644,2026-03-12,DEPENDIENTE,Empresa 942,Servicios,Director,8,14458.61,PLAZO_FIJO,Tarija,ACTIVO
C00645,2026-04-02,JUBILADO,Sistema de Pensiones,Construccion,Jubilado,27,2456.61,JUBILACION,Santa Cruz,ACTIVO
C00646,2026-05-27,EMPRESARIO,Empresa PYME 194,Industria,Director,62,11406.1,PROPIETARIO,Tarija,ACTIVO
C00647,2026-07-31,INDEPENDIENTE,Actividad independiente,Agricultura,Consultor,205,8531.66,INDEPENDIENTE,Potosi,ACTIVO
C00648,2026-01-21,DEPENDIENTE,Empresa 490,Banca,Consultor,12,13827.24,PLAZO_FIJO,Potosi,ACTIVO
C00649,2026-07-17,EMPRESARIO,Empresa PYME 990,Educacion,Propietario,109,28256.15,PROPIETARIO,Oruro,ACTIVO
C00650,2026-03-20,DEPENDIENTE,Empresa 155,Servicios,Administrador,165,14549.99,INDEFINIDO,La Paz,ACTIVO
C00651,2026-06-22,DEPENDIENTE,Empresa 151,Industria,Gerente,131,13315.41,PLAZO_FIJO,Sucre,ACTIVO
C00652,2026-02-07,DEPENDIENTE,Empresa 503,Construccion,Especialista,59,9195.0,INDEFINIDO,Cochabamba,ACTIVO
C00653,2026-05-09,DEPENDIENTE,Empresa 508,Industria,Supervisor,143,8687.47,INDEFINIDO,Potosi,ACTIVO
C00654,2026-06-16,INDEPENDIENTE,Actividad independiente,Agricultura,Consultor,146,4976.36,INDEPENDIENTE,Santa Cruz,ACTIVO
C00655,2026-07-18,JUBILADO,Sistema de Pensiones,Industria,Jubilado,65,2687.18,JUBILACION,Cochabamba,ACTIVO
C00656,2026-02-18,DEPENDIENTE,Empresa 456,Tecnologia,Ingeniero,174,8910.52,INDEFINIDO,Cochabamba,ACTIVO
C00657,2026-07-25,DEPENDIENTE,Empresa 941,Transporte,Consultor,46,17808.6,PLAZO_FIJO,Tarija,ACTIVO
C00658,2026-07-06,DEPENDIENTE,Empresa 875,Comercio,Gerente,54,13123.07,INDEFINIDO,La Paz,ACTIVO
C00659,2026-03-29,DEPENDIENTE,Empresa 114,Comercio,Contador,240,4788.99,TEMPORAL,Cochabamba,ACTIVO
C00660,2026-05-14,DEPENDIENTE,Empresa 659,Salud,Asistente,192,10839.08,INDEFINIDO,Tarija,ACTIVO
C00661,2026-04-07,INDEPENDIENTE,Actividad independiente,Agricultura,Comerciante,180,11234.44,INDEPENDIENTE,Oruro,ACTIVO
C00662,2026-03-11,DEPENDIENTE,Empresa 732,Banca,Director,75,5610.79,INDEFINIDO,Sucre,ACTIVO
C00663,2026-08-10,DEPENDIENTE,Empresa 468,Comercio,Comerciante,172,6705.31,PLAZO_FIJO,La Paz,ACTIVO
C00664,2026-01-26,EMPRESARIO,Empresa PYME 826,Tecnologia,Gerente,62,29494.82,PROPIETARIO,Sucre,ACTIVO
C00665,2026-08-26,DEPENDIENTE,Empresa 674,Banca,Vendedor,53,10260.09,INDEFINIDO,La Paz,ACTIVO
C00666,2026-03-30,DEPENDIENTE,Empresa 118,Tecnologia,Gerente,128,8597.7,PLAZO_FIJO,Cochabamba,ACTIVO
C00667,2026-08-13,DEPENDIENTE,Empresa 363,Industria,Comerciante,73,15084.34,TEMPORAL,Potosi,INACTIVO
C00668,2026-08-18,JUBILADO,Sistema de Pensiones,Industria,Jubilado,60,3231.62,JUBILACION,Oruro,ACTIVO
C00669,2026-04-20,INDEPENDIENTE,Actividad independiente,Salud,Comerciante,109,5504.51,INDEPENDIENTE,Tarija,ACTIVO
C00670,2026-07-24,DEPENDIENTE,Empresa 800,Educacion,Tecnico,170,4647.94,INDEFINIDO,Potosi,ACTIVO
C00671,2026-06-17,INDEPENDIENTE,Actividad independiente,Agricultura,Comerciante,113,14946.07,INDEPENDIENTE,Santa Cruz,ACTIVO
C00672,2026-01-08,DEPENDIENTE,Empresa 844,Tecnologia,Gerente,33,5354.1,TEMPORAL,Sucre,INACTIVO
C00673,2026-02-08,DEPENDIENTE,Empresa 380,Educacion,Director,213,16359.02,TEMPORAL,La Paz,ACTIVO
C00674,2026-03-01,DEPENDIENTE,Empresa 727,Agricultura,Consultor,160,6636.37,TEMPORAL,Santa Cruz,ACTIVO
C00675,2026-08-05,DEPENDIENTE,Empresa 614,Agricultura,Gerente,179,14587.31,INDEFINIDO,Sucre,ACTIVO
C00676,2026-02-27,DEPENDIENTE,Empresa 297,Banca,Gerente,128,9844.63,PLAZO_FIJO,Sucre,ACTIVO
C00677,2026-07-13,DEPENDIENTE,Empresa 307,Educacion,Comerciante,108,5949.59,PLAZO_FIJO,La Paz,ACTIVO
C00678,2026-06-26,JUBILADO,Sistema de Pensiones,Tecnologia,Jubilado,224,6396.0,JUBILACION,Potosi,ACTIVO
C00679,2026-04-08,DEPENDIENTE,Empresa 944,Tecnologia,Director,201,3148.31,PLAZO_FIJO,Sucre,ACTIVO
C00680,2026-07-31,INDEPENDIENTE,Actividad independiente,Banca,Consultor,136,3866.45,INDEPENDIENTE,Santa Cruz,ACTIVO
C00681,2026-06-11,DEPENDIENTE,Empresa 883,Banca,Tecnico,13,11144.36,TEMPORAL,Santa Cruz,ACTIVO
C00682,2026-04-19,DEPENDIENTE,Empresa 270,Salud,Vendedor,201,15328.13,PLAZO_FIJO,Tarija,ACTIVO
C00683,2026-01-24,INDEPENDIENTE,Actividad independiente,Servicios,Consultor,121,12873.67,INDEPENDIENTE,La Paz,ACTIVO
C00684,2026-04-26,DEPENDIENTE,Empresa 431,Banca,Administrador,142,4597.25,TEMPORAL,Santa Cruz,ACTIVO
C00685,2026-06-27,EMPRESARIO,Empresa PYME 431,Construccion,Director,228,16367.08,PROPIETARIO,Oruro,ACTIVO
C00686,2026-07-01,DEPENDIENTE,Empresa 636,Industria,Supervisor,118,12328.12,TEMPORAL,Oruro,ACTIVO
C00687,2026-02-13,DEPENDIENTE,Empresa 886,Tecnologia,Analista,99,11030.36,INDEFINIDO,Tarija,ACTIVO
C00688,2026-04-18,EMPRESARIO,Empresa PYME 152,Salud,Gerente,225,8615.18,PROPIETARIO,Cochabamba,ACTIVO
C00689,2026-08-19,JUBILADO,Sistema de Pensiones,Construccion,Jubilado,163,3428.73,JUBILACION,Santa Cruz,ACTIVO
C00690,2026-05-20,INDEPENDIENTE,Actividad independiente,Banca,Consultor,120,8720.35,INDEPENDIENTE,Tarija,ACTIVO
C00691,2026-01-21,DEPENDIENTE,Empresa 552,Agricultura,Administrador,171,9873.54,TEMPORAL,Tarija,ACTIVO
C00692,2026-02-17,EMPRESARIO,Empresa PYME 150,Construccion,Propietario,161,20715.89,PROPIETARIO,La Paz,ACTIVO
C00693,2026-03-26,DEPENDIENTE,Empresa 405,Comercio,Consultor,173,11460.44,INDEFINIDO,La Paz,ACTIVO
C00694,2026-06-19,JUBILADO,Sistema de Pensiones,Agricultura,Jubilado,175,4133.79,JUBILACION,Tarija,ACTIVO
C00695,2026-07-16,DEPENDIENTE,Empresa 195,Salud,Analista,194,11473.98,PLAZO_FIJO,Cochabamba,ACTIVO
C00696,2026-03-16,DEPENDIENTE,Empresa 166,Transporte,Tecnico,197,9123.52,INDEFINIDO,Santa Cruz,ACTIVO
C00697,2026-02-23,EMPRESARIO,Empresa PYME 812,Agricultura,Propietario,137,15343.95,PROPIETARIO,La Paz,ACTIVO
C00698,2026-08-28,INDEPENDIENTE,Actividad independiente,Salud,Profesional independiente,126,11550.93,INDEPENDIENTE,Sucre,ACTIVO
C00699,2026-06-07,DEPENDIENTE,Empresa 232,Agricultura,Ingeniero,150,17922.88,TEMPORAL,Sucre,ACTIVO
C00700,2026-03-01,INDEPENDIENTE,Actividad independiente,Salud,Profesional independiente,209,4748.84,INDEPENDIENTE,Santa Cruz,ACTIVO
C00701,2026-06-07,DEPENDIENTE,Empresa 918,Industria,Asistente,206,4327.85,TEMPORAL,Sucre,ACTIVO
C00702,2026-03-14,DEPENDIENTE,Empresa 806,Salud,Asistente,57,2675.11,TEMPORAL,Potosi,ACTIVO
C00703,2026-03-27,DEPENDIENTE,Empresa 802,Tecnologia,Supervisor,85,14389.01,TEMPORAL,Sucre,ACTIVO
C00704,2026-03-28,DEPENDIENTE,Empresa 953,Transporte,Ingeniero,216,5222.25,INDEFINIDO,Sucre,ACTIVO
C00705,2026-08-18,INDEPENDIENTE,Actividad independiente,Tecnologia,Profesional independiente,42,10340.01,INDEPENDIENTE,Sucre,ACTIVO
C00706,2026-07-05,DEPENDIENTE,Empresa 678,Tecnologia,Contador,17,15444.14,TEMPORAL,Tarija,ACTIVO
C00707,2026-01-17,DEPENDIENTE,Empresa 462,Construccion,Especialista,87,14892.8,TEMPORAL,Cochabamba,ACTIVO
C00708,2026-06-05,DEPENDIENTE,Empresa 684,Industria,Gerente,163,10781.23,PLAZO_FIJO,Santa Cruz,ACTIVO
C00709,2026-03-11,EMPRESARIO,Empresa PYME 132,Industria,Gerente,183,26445.49,PROPIETARIO,La Paz,ACTIVO
C00710,2026-03-19,DEPENDIENTE,Empresa 637,Construccion,Asistente,215,17236.26,PLAZO_FIJO,La Paz,ACTIVO
C00711,2026-07-24,DEPENDIENTE,Empresa 125,Transporte,Tecnico,236,3935.36,INDEFINIDO,Tarija,ACTIVO
C00712,2026-03-25,DEPENDIENTE,Empresa 894,Construccion,Contador,190,16045.13,PLAZO_FIJO,Potosi,ACTIVO
C00713,2026-07-02,EMPRESARIO,Empresa PYME 496,Servicios,Director,55,23114.27,PROPIETARIO,La Paz,ACTIVO
C00714,2026-01-12,JUBILADO,Sistema de Pensiones,Comercio,Jubilado,88,5374.76,JUBILACION,Tarija,ACTIVO
C00715,2026-08-17,INDEPENDIENTE,Actividad independiente,Educacion,Profesional independiente,150,11981.17,INDEPENDIENTE,Cochabamba,ACTIVO
C00716,2026-03-11,DEPENDIENTE,Empresa 220,Construccion,Comerciante,84,14478.2,TEMPORAL,Santa Cruz,ACTIVO
C00717,2026-03-31,DEPENDIENTE,Empresa 655,Servicios,Asistente,146,10467.94,TEMPORAL,Cochabamba,ACTIVO
C00718,2026-01-19,JUBILADO,Sistema de Pensiones,Salud,Jubilado,149,3864.81,JUBILACION,Tarija,ACTIVO
C00719,2026-01-28,DEPENDIENTE,Empresa 151,Industria,Comerciante,36,2949.39,INDEFINIDO,La Paz,ACTIVO
C00720,2026-06-26,DEPENDIENTE,Empresa 956,Transporte,Comerciante,155,16314.78,TEMPORAL,Tarija,ACTIVO
C00721,2026-01-21,DEPENDIENTE,Empresa 646,Transporte,Especialista,185,14255.24,INDEFINIDO,Tarija,ACTIVO
C00722,2026-06-14,INDEPENDIENTE,Actividad independiente,Transporte,Profesional independiente,27,8194.8,INDEPENDIENTE,Sucre,ACTIVO
C00723,2026-06-29,DEPENDIENTE,Empresa 287,Tecnologia,Administrador,69,16649.35,TEMPORAL,Potosi,ACTIVO
C00724,2026-05-03,DEPENDIENTE,Empresa 459,Transporte,Supervisor,10,3513.16,PLAZO_FIJO,Potosi,ACTIVO
C00725,2026-07-23,INDEPENDIENTE,Actividad independiente,Comercio,Profesional independiente,133,3786.65,INDEPENDIENTE,Cochabamba,ACTIVO
C00726,2026-03-03,DEPENDIENTE,Empresa 523,Agricultura,Consultor,139,9645.11,PLAZO_FIJO,Santa Cruz,ACTIVO
C00727,2026-07-28,JUBILADO,Sistema de Pensiones,Agricultura,Jubilado,19,4516.86,JUBILACION,Sucre,ACTIVO
C00728,2026-06-21,DEPENDIENTE,Empresa 778,Comercio,Gerente,142,13259.06,PLAZO_FIJO,Oruro,ACTIVO
C00729,2026-05-23,DEPENDIENTE,Empresa 433,Comercio,Vendedor,32,11678.53,PLAZO_FIJO,Potosi,ACTIVO
C00730,2026-06-02,DEPENDIENTE,Empresa 933,Industria,Comerciante,20,11773.02,PLAZO_FIJO,Cochabamba,ACTIVO
C00731,2026-08-20,INDEPENDIENTE,Actividad independiente,Banca,Profesional independiente,58,12712.92,INDEPENDIENTE,Potosi,ACTIVO
C00732,2026-02-20,DEPENDIENTE,Empresa 557,Educacion,Consultor,77,8544.73,TEMPORAL,Oruro,ACTIVO
C00733,2026-08-23,DEPENDIENTE,Empresa 835,Tecnologia,Administrador,80,16736.78,TEMPORAL,La Paz,ACTIVO
C00734,2026-04-05,DEPENDIENTE,Empresa 163,Servicios,Contador,106,15638.37,TEMPORAL,La Paz,ACTIVO
C00735,2026-04-21,DEPENDIENTE,Empresa 340,Agricultura,Analista,31,15849.34,PLAZO_FIJO,Sucre,ACTIVO
C00736,2026-06-19,INDEPENDIENTE,Actividad independiente,Construccion,Comerciante,100,7939.88,INDEPENDIENTE,Sucre,ACTIVO
C00737,2026-06-21,DEPENDIENTE,Empresa 993,Construccion,Contador,218,8967.15,PLAZO_FIJO,Santa Cruz,ACTIVO
C00738,2026-04-22,INDEPENDIENTE,Actividad independiente,Construccion,Profesional independiente,187,13561.11,INDEPENDIENTE,La Paz,ACTIVO
C00739,2026-08-27,INDEPENDIENTE,Actividad independiente,Industria,Profesional independiente,231,12361.61,INDEPENDIENTE,Tarija,ACTIVO
C00740,2026-02-17,DEPENDIENTE,Empresa 331,Industria,Ingeniero,212,9475.71,TEMPORAL,Tarija,ACTIVO
C00741,2026-08-26,DEPENDIENTE,Empresa 520,Servicios,Contador,63,13538.01,TEMPORAL,Tarija,ACTIVO
C00742,2026-05-29,JUBILADO,Sistema de Pensiones,Transporte,Jubilado,183,4706.33,JUBILACION,Oruro,ACTIVO
C00743,2026-08-16,INDEPENDIENTE,Actividad independiente,Agricultura,Profesional independiente,122,8961.87,INDEPENDIENTE,La Paz,ACTIVO
C00744,2026-03-21,INDEPENDIENTE,Actividad independiente,Agricultura,Profesional independiente,178,10421.1,INDEPENDIENTE,La Paz,ACTIVO
C00745,2026-07-07,DEPENDIENTE,Empresa 687,Tecnologia,Vendedor,123,9537.54,INDEFINIDO,Sucre,ACTIVO
C00746,2026-06-27,JUBILADO,Sistema de Pensiones,Agricultura,Jubilado,77,3339.06,JUBILACION,Oruro,ACTIVO
C00747,2026-02-13,INDEPENDIENTE,Actividad independiente,Agricultura,Profesional independiente,18,10366.25,INDEPENDIENTE,La Paz,ACTIVO
C00748,2026-02-02,DEPENDIENTE,Empresa 184,Servicios,Vendedor,162,2923.12,TEMPORAL,La Paz,ACTIVO
C00749,2026-07-09,DEPENDIENTE,Empresa 114,Comercio,Contador,160,6855.06,INDEFINIDO,Tarija,ACTIVO
C00750,2026-03-08,DEPENDIENTE,Empresa 279,Educacion,Especialista,171,9423.12,INDEFINIDO,Sucre,ACTIVO
C00751,2026-08-28,DEPENDIENTE,Empresa 709,Construccion,Gerente,90,17753.11,INDEFINIDO,Potosi,ACTIVO
C00752,2026-07-05,JUBILADO,Sistema de Pensiones,Construccion,Jubilado,63,6692.54,JUBILACION,Santa Cruz,ACTIVO
C00753,2026-02-12,EMPRESARIO,Empresa PYME 153,Transporte,Propietario,167,11609.89,PROPIETARIO,Sucre,ACTIVO
C00754,2026-05-02,DEPENDIENTE,Empresa 499,Salud,Director,62,8386.91,TEMPORAL,Santa Cruz,ACTIVO
C00755,2026-03-22,DEPENDIENTE,Empresa 794,Servicios,Administrador,240,14858.29,PLAZO_FIJO,Oruro,INACTIVO
C00756,2026-08-24,DEPENDIENTE,Empresa 725,Salud,Administrador,166,7984.34,TEMPORAL,Cochabamba,ACTIVO
C00757,2026-07-17,INDEPENDIENTE,Actividad independiente,Educacion,Consultor,170,9802.21,INDEPENDIENTE,Oruro,ACTIVO
C00758,2026-03-22,INDEPENDIENTE,Actividad independiente,Servicios,Comerciante,176,11128.48,INDEPENDIENTE,La Paz,ACTIVO
C00759,2026-04-25,EMPRESARIO,Empresa PYME 801,Tecnologia,Propietario,108,7442.47,PROPIETARIO,Santa Cruz,ACTIVO
C00760,2026-06-18,DEPENDIENTE,Empresa 708,Educacion,Analista,9,12100.66,INDEFINIDO,Tarija,ACTIVO
C00761,2026-04-07,INDEPENDIENTE,Actividad independiente,Agricultura,Comerciante,25,13205.51,INDEPENDIENTE,Potosi,INACTIVO
C00762,2026-06-13,EMPRESARIO,Empresa PYME 177,Transporte,Gerente,67,12364.22,PROPIETARIO,Cochabamba,ACTIVO
C00763,2026-03-12,INDEPENDIENTE,Actividad independiente,Banca,Comerciante,68,4524.58,INDEPENDIENTE,Sucre,ACTIVO
C00764,2026-04-23,JUBILADO,Sistema de Pensiones,Comercio,Jubilado,211,3999.72,JUBILACION,Sucre,INACTIVO
C00765,2026-05-19,DEPENDIENTE,Empresa 247,Industria,Supervisor,48,12504.99,PLAZO_FIJO,Santa Cruz,ACTIVO
C00766,2026-01-19,DEPENDIENTE,Empresa 174,Agricultura,Analista,186,6514.44,PLAZO_FIJO,Oruro,ACTIVO
C00767,2026-06-20,DEPENDIENTE,Empresa 138,Industria,Analista,41,12619.41,PLAZO_FIJO,Cochabamba,ACTIVO
C00768,2026-05-06,DEPENDIENTE,Empresa 889,Transporte,Director,150,2557.41,PLAZO_FIJO,Sucre,ACTIVO
C00769,2026-09-02,INDEPENDIENTE,Actividad independiente,Transporte,Consultor,141,5323.09,INDEPENDIENTE,La Paz,ACTIVO
C00770,2026-04-13,JUBILADO,Sistema de Pensiones,Banca,Jubilado,88,6836.48,JUBILACION,Oruro,INACTIVO
C00771,2026-01-21,INDEPENDIENTE,Actividad independiente,Transporte,Consultor,139,13166.78,INDEPENDIENTE,Potosi,ACTIVO
C00772,2026-06-19,INDEPENDIENTE,Actividad independiente,Educacion,Consultor,144,2991.64,INDEPENDIENTE,Cochabamba,ACTIVO
C00773,2026-07-08,EMPRESARIO,Empresa PYME 548,Educacion,Gerente,127,7121.56,PROPIETARIO,Santa Cruz,ACTIVO
C00774,2026-05-19,DEPENDIENTE,Empresa 911,Salud,Supervisor,64,10083.1,TEMPORAL,Sucre,ACTIVO
C00775,2026-07-21,EMPRESARIO,Empresa PYME 445,Banca,Propietario,7,5926.07,PROPIETARIO,Sucre,ACTIVO
C00776,2026-02-08,INDEPENDIENTE,Actividad independiente,Agricultura,Profesional independiente,176,13377.5,INDEPENDIENTE,Santa Cruz,ACTIVO
C00777,2026-01-12,DEPENDIENTE,Empresa 733,Educacion,Vendedor,128,12634.39,INDEFINIDO,Oruro,ACTIVO
C00778,2026-04-27,DEPENDIENTE,Empresa 199,Agricultura,Especialista,15,16522.27,TEMPORAL,Santa Cruz,ACTIVO
C00779,2026-02-26,DEPENDIENTE,Empresa 730,Comercio,Especialista,32,10205.72,INDEFINIDO,Potosi,ACTIVO
C00780,2026-05-28,DEPENDIENTE,Empresa 800,Servicios,Supervisor,176,8731.13,TEMPORAL,Santa Cruz,ACTIVO
C00781,2026-02-14,JUBILADO,Sistema de Pensiones,Tecnologia,Jubilado,198,2509.99,JUBILACION,La Paz,ACTIVO
C00782,2026-04-23,DEPENDIENTE,Empresa 268,Educacion,Tecnico,46,13292.58,PLAZO_FIJO,Tarija,ACTIVO
C00783,2026-08-14,DEPENDIENTE,Empresa 116,Transporte,Gerente,159,8330.03,TEMPORAL,La Paz,ACTIVO
C00784,2026-06-27,DEPENDIENTE,Empresa 526,Transporte,Contador,183,12602.21,INDEFINIDO,Oruro,ACTIVO
C00785,2026-06-06,DEPENDIENTE,Empresa 278,Banca,Asistente,136,9481.5,PLAZO_FIJO,Tarija,ACTIVO
C00786,2026-04-18,DEPENDIENTE,Empresa 456,Banca,Contador,163,15310.5,INDEFINIDO,Tarija,ACTIVO
C00787,2026-05-10,DEPENDIENTE,Empresa 652,Educacion,Especialista,27,12093.27,TEMPORAL,Sucre,ACTIVO
C00788,2026-06-25,INDEPENDIENTE,Actividad independiente,Transporte,Comerciante,16,4921.49,INDEPENDIENTE,Sucre,ACTIVO
C00789,2026-02-23,INDEPENDIENTE,Actividad independiente,Industria,Consultor,16,10560.76,INDEPENDIENTE,Cochabamba,ACTIVO
C00790,2026-08-25,INDEPENDIENTE,Actividad independiente,Servicios,Comerciante,14,3805.26,INDEPENDIENTE,Santa Cruz,ACTIVO
C00791,2026-04-24,DEPENDIENTE,Empresa 838,Agricultura,Asistente,32,3598.32,TEMPORAL,Tarija,ACTIVO
C00792,2026-03-25,DEPENDIENTE,Empresa 212,Educacion,Especialista,232,7548.12,TEMPORAL,La Paz,ACTIVO
C00793,2026-05-30,DEPENDIENTE,Empresa 582,Transporte,Supervisor,99,16316.16,INDEFINIDO,La Paz,ACTIVO
C00794,2026-04-28,DEPENDIENTE,Empresa 239,Educacion,Ingeniero,119,5259.94,TEMPORAL,Oruro,ACTIVO
C00795,2026-03-13,DEPENDIENTE,Empresa 161,Construccion,Consultor,35,2997.47,PLAZO_FIJO,La Paz,ACTIVO
C00796,2026-02-10,DEPENDIENTE,Empresa 718,Agricultura,Contador,197,7825.43,INDEFINIDO,Santa Cruz,ACTIVO
C00797,2026-08-09,DEPENDIENTE,Empresa 600,Educacion,Tecnico,25,8881.29,INDEFINIDO,Tarija,ACTIVO
C00798,2026-03-25,DEPENDIENTE,Empresa 353,Industria,Asistente,189,9135.71,INDEFINIDO,Tarija,ACTIVO
C00799,2026-01-02,JUBILADO,Sistema de Pensiones,Industria,Jubilado,236,6101.17,JUBILACION,La Paz,ACTIVO
C00800,2026-07-27,DEPENDIENTE,Empresa 590,Comercio,Administrador,11,9098.31,TEMPORAL,Sucre,ACTIVO
C00801,2026-04-02,DEPENDIENTE,Empresa 235,Salud,Asistente,180,13842.69,INDEFINIDO,Santa Cruz,ACTIVO
C00802,2026-08-08,DEPENDIENTE,Empresa 570,Agricultura,Director,174,7224.97,PLAZO_FIJO,Oruro,ACTIVO
C00803,2026-06-30,JUBILADO,Sistema de Pensiones,Industria,Jubilado,200,3142.64,JUBILACION,Santa Cruz,ACTIVO
C00804,2026-04-09,DEPENDIENTE,Empresa 172,Tecnologia,Comerciante,183,12317.74,PLAZO_FIJO,Tarija,ACTIVO
C00805,2026-07-23,DEPENDIENTE,Empresa 689,Educacion,Tecnico,181,17164.48,PLAZO_FIJO,Potosi,ACTIVO
C00806,2026-08-31,INDEPENDIENTE,Actividad independiente,Tecnologia,Profesional independiente,191,14153.04,INDEPENDIENTE,La Paz,ACTIVO
C00807,2026-05-24,DEPENDIENTE,Empresa 763,Comercio,Gerente,13,8166.35,TEMPORAL,Tarija,ACTIVO
C00808,2026-07-08,DEPENDIENTE,Empresa 589,Agricultura,Comerciante,64,10864.32,PLAZO_FIJO,Potosi,INACTIVO
C00809,2026-05-09,DEPENDIENTE,Empresa 373,Industria,Ingeniero,197,5994.28,TEMPORAL,Cochabamba,ACTIVO
C00810,2026-07-01,DEPENDIENTE,Empresa 581,Servicios,Supervisor,127,10272.48,PLAZO_FIJO,Oruro,ACTIVO
C00811,2026-07-27,EMPRESARIO,Empresa PYME 809,Comercio,Gerente,161,14203.65,PROPIETARIO,Santa Cruz,ACTIVO
C00812,2026-01-28,DEPENDIENTE,Empresa 178,Construccion,Contador,103,16418.16,INDEFINIDO,Cochabamba,ACTIVO
C00813,2026-03-17,DEPENDIENTE,Empresa 123,Industria,Comerciante,226,5665.97,INDEFINIDO,Oruro,ACTIVO
